Variable,Measure,COU,Country,Year,Value
Percutaneous transluminal coronary angioplasty (PTCA),Waiting times of patients on the list: % of all patients waiting more than 3 months,POL,Poland,2013,12
Percutaneous transluminal coronary angioplasty (PTCA),Waiting times of patients on the list: % of all patients waiting more than 3 months,POL,Poland,2014,12
Percutaneous transluminal coronary angioplasty (PTCA),Waiting times of patients on the list: % of all patients waiting more than 3 months,POL,Poland,2015,14
Percutaneous transluminal coronary angioplasty (PTCA),Waiting times of patients on the list: % of all patients waiting more than 3 months,POL,Poland,2016,12
Percutaneous transluminal coronary angioplasty (PTCA),Waiting times of patients on the list: % of all patients waiting more than 3 months,POL,Poland,2017,9
Percutaneous transluminal coronary angioplasty (PTCA),Waiting times of patients on the list: % of all patients waiting more than 3 months,POL,Poland,2018,8
Percutaneous transluminal coronary angioplasty (PTCA),Waiting times of patients on the list: % of all patients waiting more than 3 months,POL,Poland,2019,17
Percutaneous transluminal coronary angioplasty (PTCA),Waiting times of patients on the list: % of all patients waiting more than 3 months,POL,Poland,2020,44
Percutaneous transluminal coronary angioplasty (PTCA),Waiting times of patients on the list: % of all patients waiting more than 3 months,POL,Poland,2021,21
Coronary bypass,Waiting times of patients on the list: % of all patients waiting more than 3 months,NZL,New Zealand,2003,51.6
Coronary bypass,Waiting times of patients on the list: % of all patients waiting more than 3 months,NZL,New Zealand,2004,50.5
Coronary bypass,Waiting times of patients on the list: % of all patients waiting more than 3 months,NZL,New Zealand,2005,50.7
Coronary bypass,Waiting times of patients on the list: % of all patients waiting more than 3 months,NZL,New Zealand,2006,55.7
Coronary bypass,Waiting times of patients on the list: % of all patients waiting more than 3 months,NZL,New Zealand,2007,55.8
Coronary bypass,Waiting times of patients on the list: % of all patients waiting more than 3 months,NZL,New Zealand,2008,34.6
Coronary bypass,Waiting times of patients on the list: % of all patients waiting more than 3 months,NZL,New Zealand,2009,22.8
Coronary bypass,Waiting times of patients on the list: % of all patients waiting more than 3 months,NZL,New Zealand,2010,4.8
Coronary bypass,Waiting times of patients on the list: % of all patients waiting more than 3 months,NZL,New Zealand,2011,23.2
Coronary bypass,Waiting times of patients on the list: % of all patients waiting more than 3 months,NZL,New Zealand,2012,10.9
Coronary bypass,Waiting times of patients on the list: % of all patients waiting more than 3 months,NZL,New Zealand,2013,2.4
Coronary bypass,Waiting times of patients on the list: % of all patients waiting more than 3 months,NZL,New Zealand,2014,10.1
Coronary bypass,Waiting times of patients on the list: % of all patients waiting more than 3 months,NZL,New Zealand,2015,3.1
Coronary bypass,Waiting times of patients on the list: % of all patients waiting more than 3 months,NZL,New Zealand,2016,14.6
Coronary bypass,Waiting times of patients on the list: % of all patients waiting more than 3 months,NZL,New Zealand,2017,2.5
Coronary bypass,Waiting times of patients on the list: % of all patients waiting more than 3 months,NZL,New Zealand,2018,12.5
Coronary bypass,Waiting times of patients on the list: % of all patients waiting more than 3 months,NZL,New Zealand,2019,9.4
Coronary bypass,Waiting times of patients on the list: % of all patients waiting more than 3 months,NZL,New Zealand,2020,11.8
Coronary bypass,Waiting times of patients on the list: % of all patients waiting more than 3 months,NZL,New Zealand,2021,20.4
Coronary bypass,Waiting times of patients on the list: % of all patients waiting more than 3 months,NZL,New Zealand,2022,36.7
Prostatectomy,Waiting times of patients on the list: % of all patients waiting more than 3 months,IRL,Ireland,2007,54.8
Prostatectomy,Waiting times of patients on the list: % of all patients waiting more than 3 months,IRL,Ireland,2008,57
Prostatectomy,Waiting times of patients on the list: % of all patients waiting more than 3 months,IRL,Ireland,2009,51.1
Prostatectomy,Waiting times of patients on the list: % of all patients waiting more than 3 months,IRL,Ireland,2010,51.8
Prostatectomy,Waiting times of patients on the list: % of all patients waiting more than 3 months,IRL,Ireland,2011,46.1
Prostatectomy,Waiting times of patients on the list: % of all patients waiting more than 3 months,IRL,Ireland,2012,49.6
Prostatectomy,Waiting times of patients on the list: % of all patients waiting more than 3 months,IRL,Ireland,2013,58.5
Prostatectomy,Waiting times of patients on the list: % of all patients waiting more than 3 months,IRL,Ireland,2014,50.1
Prostatectomy,Waiting times of patients on the list: % of all patients waiting more than 3 months,IRL,Ireland,2015,65.1
Prostatectomy,Waiting times of patients on the list: % of all patients waiting more than 3 months,IRL,Ireland,2016,63.4
Prostatectomy,Waiting times of patients on the list: % of all patients waiting more than 3 months,IRL,Ireland,2017,64.5
Prostatectomy,Waiting times of patients on the list: % of all patients waiting more than 3 months,IRL,Ireland,2018,54
Prostatectomy,Waiting times of patients on the list: % of all patients waiting more than 3 months,IRL,Ireland,2019,55.9
Prostatectomy,Waiting times of patients on the list: % of all patients waiting more than 3 months,IRL,Ireland,2020,76.4
Prostatectomy,Waiting times of patients on the list: % of all patients waiting more than 3 months,IRL,Ireland,2021,62.2
Prostatectomy,Waiting times of patients on the list: % of all patients waiting more than 3 months,IRL,Ireland,2022,59
"Hip replacement (total and partial, including the revision of hip replacement)",Waiting times of patients on the list: % of all patients waiting more than 3 months,NZL,New Zealand,2003,54.2
"Hip replacement (total and partial, including the revision of hip replacement)",Waiting times of patients on the list: % of all patients waiting more than 3 months,NZL,New Zealand,2004,49.6
"Hip replacement (total and partial, including the revision of hip replacement)",Waiting times of patients on the list: % of all patients waiting more than 3 months,NZL,New Zealand,2005,42.2
"Hip replacement (total and partial, including the revision of hip replacement)",Waiting times of patients on the list: % of all patients waiting more than 3 months,NZL,New Zealand,2006,40.2
"Hip replacement (total and partial, including the revision of hip replacement)",Waiting times of patients on the list: % of all patients waiting more than 3 months,NZL,New Zealand,2007,33.7
"Hip replacement (total and partial, including the revision of hip replacement)",Waiting times of patients on the list: % of all patients waiting more than 3 months,NZL,New Zealand,2008,35.7
"Hip replacement (total and partial, including the revision of hip replacement)",Waiting times of patients on the list: % of all patients waiting more than 3 months,NZL,New Zealand,2009,32.2
"Hip replacement (total and partial, including the revision of hip replacement)",Waiting times of patients on the list: % of all patients waiting more than 3 months,NZL,New Zealand,2010,34.5
"Hip replacement (total and partial, including the revision of hip replacement)",Waiting times of patients on the list: % of all patients waiting more than 3 months,NZL,New Zealand,2011,34.5
"Hip replacement (total and partial, including the revision of hip replacement)",Waiting times of patients on the list: % of all patients waiting more than 3 months,NZL,New Zealand,2012,26.4
"Hip replacement (total and partial, including the revision of hip replacement)",Waiting times of patients on the list: % of all patients waiting more than 3 months,NZL,New Zealand,2013,25.5
"Hip replacement (total and partial, including the revision of hip replacement)",Waiting times of patients on the list: % of all patients waiting more than 3 months,NZL,New Zealand,2014,12
"Hip replacement (total and partial, including the revision of hip replacement)",Waiting times of patients on the list: % of all patients waiting more than 3 months,NZL,New Zealand,2015,13.7
"Hip replacement (total and partial, including the revision of hip replacement)",Waiting times of patients on the list: % of all patients waiting more than 3 months,NZL,New Zealand,2016,15.5
"Hip replacement (total and partial, including the revision of hip replacement)",Waiting times of patients on the list: % of all patients waiting more than 3 months,NZL,New Zealand,2017,21.1
"Hip replacement (total and partial, including the revision of hip replacement)",Waiting times of patients on the list: % of all patients waiting more than 3 months,NZL,New Zealand,2018,21
"Hip replacement (total and partial, including the revision of hip replacement)",Waiting times of patients on the list: % of all patients waiting more than 3 months,NZL,New Zealand,2019,33.2
"Hip replacement (total and partial, including the revision of hip replacement)",Waiting times of patients on the list: % of all patients waiting more than 3 months,NZL,New Zealand,2020,38.5
"Hip replacement (total and partial, including the revision of hip replacement)",Waiting times of patients on the list: % of all patients waiting more than 3 months,NZL,New Zealand,2021,55.5
"Hip replacement (total and partial, including the revision of hip replacement)",Waiting times of patients on the list: % of all patients waiting more than 3 months,NZL,New Zealand,2022,64.1
Cataract surgery,Waiting times of patients on the list: % of all patients waiting more than 3 months,IRL,Ireland,2007,45.3
Cataract surgery,Waiting times of patients on the list: % of all patients waiting more than 3 months,IRL,Ireland,2008,52.9
Cataract surgery,Waiting times of patients on the list: % of all patients waiting more than 3 months,IRL,Ireland,2009,45.4
Cataract surgery,Waiting times of patients on the list: % of all patients waiting more than 3 months,IRL,Ireland,2010,48.8
Cataract surgery,Waiting times of patients on the list: % of all patients waiting more than 3 months,IRL,Ireland,2011,58.8
Cataract surgery,Waiting times of patients on the list: % of all patients waiting more than 3 months,IRL,Ireland,2012,65.2
Cataract surgery,Waiting times of patients on the list: % of all patients waiting more than 3 months,IRL,Ireland,2013,65.5
Cataract surgery,Waiting times of patients on the list: % of all patients waiting more than 3 months,IRL,Ireland,2014,67.1
Cataract surgery,Waiting times of patients on the list: % of all patients waiting more than 3 months,IRL,Ireland,2015,73
Cataract surgery,Waiting times of patients on the list: % of all patients waiting more than 3 months,IRL,Ireland,2016,76.5
Cataract surgery,Waiting times of patients on the list: % of all patients waiting more than 3 months,IRL,Ireland,2017,79.3
Cataract surgery,Waiting times of patients on the list: % of all patients waiting more than 3 months,IRL,Ireland,2018,69.7
Cataract surgery,Waiting times of patients on the list: % of all patients waiting more than 3 months,IRL,Ireland,2019,56.3
Cataract surgery,Waiting times of patients on the list: % of all patients waiting more than 3 months,IRL,Ireland,2020,89.6
Cataract surgery,Waiting times of patients on the list: % of all patients waiting more than 3 months,IRL,Ireland,2021,51.2
Cataract surgery,Waiting times of patients on the list: % of all patients waiting more than 3 months,IRL,Ireland,2022,54.9
Hysterectomy,Waiting times of patients on the list: % of all patients waiting more than 3 months,IRL,Ireland,2007,54.3
Hysterectomy,Waiting times of patients on the list: % of all patients waiting more than 3 months,IRL,Ireland,2008,66.1
Hysterectomy,Waiting times of patients on the list: % of all patients waiting more than 3 months,IRL,Ireland,2009,54.9
Hysterectomy,Waiting times of patients on the list: % of all patients waiting more than 3 months,IRL,Ireland,2010,46.3
Hysterectomy,Waiting times of patients on the list: % of all patients waiting more than 3 months,IRL,Ireland,2011,53.1
Hysterectomy,Waiting times of patients on the list: % of all patients waiting more than 3 months,IRL,Ireland,2012,60.6
Hysterectomy,Waiting times of patients on the list: % of all patients waiting more than 3 months,IRL,Ireland,2013,50.5
Hysterectomy,Waiting times of patients on the list: % of all patients waiting more than 3 months,IRL,Ireland,2014,58.3
Hysterectomy,Waiting times of patients on the list: % of all patients waiting more than 3 months,IRL,Ireland,2015,64.9
Hysterectomy,Waiting times of patients on the list: % of all patients waiting more than 3 months,IRL,Ireland,2016,59.8
Hysterectomy,Waiting times of patients on the list: % of all patients waiting more than 3 months,IRL,Ireland,2017,65.6
Hysterectomy,Waiting times of patients on the list: % of all patients waiting more than 3 months,IRL,Ireland,2018,62.3
Hysterectomy,Waiting times of patients on the list: % of all patients waiting more than 3 months,IRL,Ireland,2019,63.3
Hysterectomy,Waiting times of patients on the list: % of all patients waiting more than 3 months,IRL,Ireland,2020,87.7
Hysterectomy,Waiting times of patients on the list: % of all patients waiting more than 3 months,IRL,Ireland,2021,69.4
Hysterectomy,Waiting times of patients on the list: % of all patients waiting more than 3 months,IRL,Ireland,2022,69.1
Hysterectomy,Waiting times of patients on the list: % of all patients waiting more than 3 months,NZL,New Zealand,2003,53
Hysterectomy,Waiting times of patients on the list: % of all patients waiting more than 3 months,NZL,New Zealand,2004,41.1
Hysterectomy,Waiting times of patients on the list: % of all patients waiting more than 3 months,NZL,New Zealand,2005,52.8
Hysterectomy,Waiting times of patients on the list: % of all patients waiting more than 3 months,NZL,New Zealand,2006,44.3
Hysterectomy,Waiting times of patients on the list: % of all patients waiting more than 3 months,NZL,New Zealand,2007,37.7
Hysterectomy,Waiting times of patients on the list: % of all patients waiting more than 3 months,NZL,New Zealand,2008,38.5
Hysterectomy,Waiting times of patients on the list: % of all patients waiting more than 3 months,NZL,New Zealand,2009,36.6
Hysterectomy,Waiting times of patients on the list: % of all patients waiting more than 3 months,NZL,New Zealand,2010,43
Hysterectomy,Waiting times of patients on the list: % of all patients waiting more than 3 months,NZL,New Zealand,2011,31.7
Hysterectomy,Waiting times of patients on the list: % of all patients waiting more than 3 months,NZL,New Zealand,2012,26.7
Hysterectomy,Waiting times of patients on the list: % of all patients waiting more than 3 months,NZL,New Zealand,2013,22.5
Hysterectomy,Waiting times of patients on the list: % of all patients waiting more than 3 months,NZL,New Zealand,2014,8.8
Hysterectomy,Waiting times of patients on the list: % of all patients waiting more than 3 months,NZL,New Zealand,2015,20.1
Hysterectomy,Waiting times of patients on the list: % of all patients waiting more than 3 months,NZL,New Zealand,2016,13.3
Hysterectomy,Waiting times of patients on the list: % of all patients waiting more than 3 months,NZL,New Zealand,2017,17.6
Hysterectomy,Waiting times of patients on the list: % of all patients waiting more than 3 months,NZL,New Zealand,2018,34.3
Hysterectomy,Waiting times of patients on the list: % of all patients waiting more than 3 months,NZL,New Zealand,2019,38.5
Hysterectomy,Waiting times of patients on the list: % of all patients waiting more than 3 months,NZL,New Zealand,2020,50.7
Hysterectomy,Waiting times of patients on the list: % of all patients waiting more than 3 months,NZL,New Zealand,2021,50.5
Hysterectomy,Waiting times of patients on the list: % of all patients waiting more than 3 months,NZL,New Zealand,2022,69
Knee replacement,Waiting times of patients on the list: % of all patients waiting more than 3 months,ISL,Iceland,2012,71.6
Knee replacement,Waiting times of patients on the list: % of all patients waiting more than 3 months,ISL,Iceland,2013,82.6
Knee replacement,Waiting times of patients on the list: % of all patients waiting more than 3 months,ISL,Iceland,2014,76
Knee replacement,Waiting times of patients on the list: % of all patients waiting more than 3 months,ISL,Iceland,2015,81
Knee replacement,Waiting times of patients on the list: % of all patients waiting more than 3 months,ISL,Iceland,2016,79
Knee replacement,Waiting times of patients on the list: % of all patients waiting more than 3 months,ISL,Iceland,2017,70
Knee replacement,Waiting times of patients on the list: % of all patients waiting more than 3 months,ISL,Iceland,2018,68
Knee replacement,Waiting times of patients on the list: % of all patients waiting more than 3 months,ISL,Iceland,2019,73
Knee replacement,Waiting times of patients on the list: % of all patients waiting more than 3 months,ISL,Iceland,2020,72
Knee replacement,Waiting times of patients on the list: % of all patients waiting more than 3 months,ISL,Iceland,2021,83
Knee replacement,Waiting times of patients on the list: % of all patients waiting more than 3 months,ISL,Iceland,2022,85
Percutaneous transluminal coronary angioplasty (PTCA),Waiting times of patients on the list: % of all patients waiting more than 3 months,IRL,Ireland,2007,40.8
Percutaneous transluminal coronary angioplasty (PTCA),Waiting times of patients on the list: % of all patients waiting more than 3 months,IRL,Ireland,2008,53.7
Percutaneous transluminal coronary angioplasty (PTCA),Waiting times of patients on the list: % of all patients waiting more than 3 months,IRL,Ireland,2009,45
Percutaneous transluminal coronary angioplasty (PTCA),Waiting times of patients on the list: % of all patients waiting more than 3 months,IRL,Ireland,2010,30
Percutaneous transluminal coronary angioplasty (PTCA),Waiting times of patients on the list: % of all patients waiting more than 3 months,IRL,Ireland,2011,25.4
Percutaneous transluminal coronary angioplasty (PTCA),Waiting times of patients on the list: % of all patients waiting more than 3 months,IRL,Ireland,2012,39.7
Percutaneous transluminal coronary angioplasty (PTCA),Waiting times of patients on the list: % of all patients waiting more than 3 months,IRL,Ireland,2013,40.3
Percutaneous transluminal coronary angioplasty (PTCA),Waiting times of patients on the list: % of all patients waiting more than 3 months,IRL,Ireland,2014,69.3
Percutaneous transluminal coronary angioplasty (PTCA),Waiting times of patients on the list: % of all patients waiting more than 3 months,IRL,Ireland,2015,46.8
Percutaneous transluminal coronary angioplasty (PTCA),Waiting times of patients on the list: % of all patients waiting more than 3 months,IRL,Ireland,2016,51.5
Percutaneous transluminal coronary angioplasty (PTCA),Waiting times of patients on the list: % of all patients waiting more than 3 months,IRL,Ireland,2017,39
Percutaneous transluminal coronary angioplasty (PTCA),Waiting times of patients on the list: % of all patients waiting more than 3 months,IRL,Ireland,2018,38.2
Percutaneous transluminal coronary angioplasty (PTCA),Waiting times of patients on the list: % of all patients waiting more than 3 months,IRL,Ireland,2019,46.7
Percutaneous transluminal coronary angioplasty (PTCA),Waiting times of patients on the list: % of all patients waiting more than 3 months,IRL,Ireland,2020,68.9
Percutaneous transluminal coronary angioplasty (PTCA),Waiting times of patients on the list: % of all patients waiting more than 3 months,IRL,Ireland,2021,63.9
Percutaneous transluminal coronary angioplasty (PTCA),Waiting times of patients on the list: % of all patients waiting more than 3 months,IRL,Ireland,2022,68.8
Percutaneous transluminal coronary angioplasty (PTCA),Waiting times of patients on the list: % of all patients waiting more than 3 months,NZL,New Zealand,2003,9.1
Percutaneous transluminal coronary angioplasty (PTCA),Waiting times of patients on the list: % of all patients waiting more than 3 months,NZL,New Zealand,2004,31.3
Percutaneous transluminal coronary angioplasty (PTCA),Waiting times of patients on the list: % of all patients waiting more than 3 months,NZL,New Zealand,2005,4.3
Percutaneous transluminal coronary angioplasty (PTCA),Waiting times of patients on the list: % of all patients waiting more than 3 months,NZL,New Zealand,2006,28.8
Percutaneous transluminal coronary angioplasty (PTCA),Waiting times of patients on the list: % of all patients waiting more than 3 months,NZL,New Zealand,2007,30.3
Percutaneous transluminal coronary angioplasty (PTCA),Waiting times of patients on the list: % of all patients waiting more than 3 months,NZL,New Zealand,2008,25.8
Percutaneous transluminal coronary angioplasty (PTCA),Waiting times of patients on the list: % of all patients waiting more than 3 months,NZL,New Zealand,2009,27.6
Percutaneous transluminal coronary angioplasty (PTCA),Waiting times of patients on the list: % of all patients waiting more than 3 months,NZL,New Zealand,2010,26.4
Percutaneous transluminal coronary angioplasty (PTCA),Waiting times of patients on the list: % of all patients waiting more than 3 months,NZL,New Zealand,2011,11.5
Percutaneous transluminal coronary angioplasty (PTCA),Waiting times of patients on the list: % of all patients waiting more than 3 months,NZL,New Zealand,2012,5.3
Percutaneous transluminal coronary angioplasty (PTCA),Waiting times of patients on the list: % of all patients waiting more than 3 months,NZL,New Zealand,2013,10.4
Percutaneous transluminal coronary angioplasty (PTCA),Waiting times of patients on the list: % of all patients waiting more than 3 months,NZL,New Zealand,2014,0.8
Percutaneous transluminal coronary angioplasty (PTCA),Waiting times of patients on the list: % of all patients waiting more than 3 months,NZL,New Zealand,2015,0
Percutaneous transluminal coronary angioplasty (PTCA),Waiting times of patients on the list: % of all patients waiting more than 3 months,NZL,New Zealand,2016,0
Percutaneous transluminal coronary angioplasty (PTCA),Waiting times of patients on the list: % of all patients waiting more than 3 months,NZL,New Zealand,2017,0
Percutaneous transluminal coronary angioplasty (PTCA),Waiting times of patients on the list: % of all patients waiting more than 3 months,NZL,New Zealand,2018,16.5
Percutaneous transluminal coronary angioplasty (PTCA),Waiting times of patients on the list: % of all patients waiting more than 3 months,NZL,New Zealand,2019,19.3
Percutaneous transluminal coronary angioplasty (PTCA),Waiting times of patients on the list: % of all patients waiting more than 3 months,NZL,New Zealand,2020,6.7
Percutaneous transluminal coronary angioplasty (PTCA),Waiting times of patients on the list: % of all patients waiting more than 3 months,NZL,New Zealand,2021,10.9
Percutaneous transluminal coronary angioplasty (PTCA),Waiting times of patients on the list: % of all patients waiting more than 3 months,NZL,New Zealand,2022,21
Prostatectomy,Waiting times of patients on the list: % of all patients waiting more than 3 months,SWE,Sweden,2012,17.4
Prostatectomy,Waiting times of patients on the list: % of all patients waiting more than 3 months,SWE,Sweden,2013,18.4
Prostatectomy,Waiting times of patients on the list: % of all patients waiting more than 3 months,SWE,Sweden,2014,19.6
Prostatectomy,Waiting times of patients on the list: % of all patients waiting more than 3 months,SWE,Sweden,2015,32.1
Prostatectomy,Waiting times of patients on the list: % of all patients waiting more than 3 months,SWE,Sweden,2016,35.3
Prostatectomy,Waiting times of patients on the list: % of all patients waiting more than 3 months,SWE,Sweden,2017,35.7
Prostatectomy,Waiting times of patients on the list: % of all patients waiting more than 3 months,SWE,Sweden,2019,40.1
Prostatectomy,Waiting times of patients on the list: % of all patients waiting more than 3 months,SWE,Sweden,2020,49.9
Prostatectomy,Waiting times of patients on the list: % of all patients waiting more than 3 months,SWE,Sweden,2021,57.1
Prostatectomy,Waiting times of patients on the list: % of all patients waiting more than 3 months,SWE,Sweden,2022,46.4
Cataract surgery,Waiting times of patients on the list: % of all patients waiting more than 3 months,SWE,Sweden,2010,21.5
Cataract surgery,Waiting times of patients on the list: % of all patients waiting more than 3 months,SWE,Sweden,2011,11.7
Cataract surgery,Waiting times of patients on the list: % of all patients waiting more than 3 months,SWE,Sweden,2012,15.3
Cataract surgery,Waiting times of patients on the list: % of all patients waiting more than 3 months,SWE,Sweden,2013,9.5
Cataract surgery,Waiting times of patients on the list: % of all patients waiting more than 3 months,SWE,Sweden,2014,9.4
Cataract surgery,Waiting times of patients on the list: % of all patients waiting more than 3 months,SWE,Sweden,2015,10.9
Cataract surgery,Waiting times of patients on the list: % of all patients waiting more than 3 months,SWE,Sweden,2016,11.8
Cataract surgery,Waiting times of patients on the list: % of all patients waiting more than 3 months,SWE,Sweden,2017,13.2
Cataract surgery,Waiting times of patients on the list: % of all patients waiting more than 3 months,SWE,Sweden,2018,19.4
Cataract surgery,Waiting times of patients on the list: % of all patients waiting more than 3 months,SWE,Sweden,2019,21.7
Cataract surgery,Waiting times of patients on the list: % of all patients waiting more than 3 months,SWE,Sweden,2020,30.6
Cataract surgery,Waiting times of patients on the list: % of all patients waiting more than 3 months,SWE,Sweden,2021,21.6
Cataract surgery,Waiting times of patients on the list: % of all patients waiting more than 3 months,SWE,Sweden,2022,25.9
Knee replacement,Waiting times of patients on the list: % of all patients waiting more than 3 months,SWE,Sweden,2010,31.2
Knee replacement,Waiting times of patients on the list: % of all patients waiting more than 3 months,SWE,Sweden,2011,22.2
Knee replacement,Waiting times of patients on the list: % of all patients waiting more than 3 months,SWE,Sweden,2012,12.2
Knee replacement,Waiting times of patients on the list: % of all patients waiting more than 3 months,SWE,Sweden,2013,9
Knee replacement,Waiting times of patients on the list: % of all patients waiting more than 3 months,SWE,Sweden,2014,5
Knee replacement,Waiting times of patients on the list: % of all patients waiting more than 3 months,SWE,Sweden,2015,19.1
Knee replacement,Waiting times of patients on the list: % of all patients waiting more than 3 months,SWE,Sweden,2016,16.7
Knee replacement,Waiting times of patients on the list: % of all patients waiting more than 3 months,SWE,Sweden,2017,24.9
Knee replacement,Waiting times of patients on the list: % of all patients waiting more than 3 months,SWE,Sweden,2019,32
Knee replacement,Waiting times of patients on the list: % of all patients waiting more than 3 months,SWE,Sweden,2020,46.5
Knee replacement,Waiting times of patients on the list: % of all patients waiting more than 3 months,SWE,Sweden,2021,63.7
Knee replacement,Waiting times of patients on the list: % of all patients waiting more than 3 months,SWE,Sweden,2022,56.8
Coronary bypass,Waiting times of patients on the list: % of all patients waiting more than 3 months,PRT,Portugal,2006,66
Coronary bypass,Waiting times of patients on the list: % of all patients waiting more than 3 months,PRT,Portugal,2007,65.3
Coronary bypass,Waiting times of patients on the list: % of all patients waiting more than 3 months,PRT,Portugal,2008,41
Coronary bypass,Waiting times of patients on the list: % of all patients waiting more than 3 months,PRT,Portugal,2009,30.4
Coronary bypass,Waiting times of patients on the list: % of all patients waiting more than 3 months,PRT,Portugal,2010,42.4
Coronary bypass,Waiting times of patients on the list: % of all patients waiting more than 3 months,PRT,Portugal,2011,48.7
Coronary bypass,Waiting times of patients on the list: % of all patients waiting more than 3 months,PRT,Portugal,2012,44.1
Coronary bypass,Waiting times of patients on the list: % of all patients waiting more than 3 months,PRT,Portugal,2013,47.2
Coronary bypass,Waiting times of patients on the list: % of all patients waiting more than 3 months,PRT,Portugal,2014,51.2
Coronary bypass,Waiting times of patients on the list: % of all patients waiting more than 3 months,PRT,Portugal,2015,48.1
Coronary bypass,Waiting times of patients on the list: % of all patients waiting more than 3 months,PRT,Portugal,2016,42.7
Coronary bypass,Waiting times of patients on the list: % of all patients waiting more than 3 months,PRT,Portugal,2017,47
Coronary bypass,Waiting times of patients on the list: % of all patients waiting more than 3 months,PRT,Portugal,2018,48.3
Coronary bypass,Waiting times of patients on the list: % of all patients waiting more than 3 months,PRT,Portugal,2019,59.7
Coronary bypass,Waiting times of patients on the list: % of all patients waiting more than 3 months,PRT,Portugal,2020,54
Coronary bypass,Waiting times of patients on the list: % of all patients waiting more than 3 months,PRT,Portugal,2021,46.2
Coronary bypass,Waiting times of patients on the list: % of all patients waiting more than 3 months,PRT,Portugal,2022,55.9
"Hip replacement (total and partial, including the revision of hip replacement)",Waiting times of patients on the list: % of all patients waiting more than 3 months,SVN,Slovenia,2019,96.9
"Hip replacement (total and partial, including the revision of hip replacement)",Waiting times of patients on the list: % of all patients waiting more than 3 months,SVN,Slovenia,2020,98.5
"Hip replacement (total and partial, including the revision of hip replacement)",Waiting times of patients on the list: % of all patients waiting more than 3 months,SVN,Slovenia,2021,98.6
"Hip replacement (total and partial, including the revision of hip replacement)",Waiting times of patients on the list: % of all patients waiting more than 3 months,SVN,Slovenia,2022,97.7
Coronary bypass,Waiting times of patients on the list: % of all patients waiting more than 3 months,SVN,Slovenia,2019,92.2
Coronary bypass,Waiting times of patients on the list: % of all patients waiting more than 3 months,SVN,Slovenia,2020,93.8
Coronary bypass,Waiting times of patients on the list: % of all patients waiting more than 3 months,SVN,Slovenia,2021,92.3
Coronary bypass,Waiting times of patients on the list: % of all patients waiting more than 3 months,SVN,Slovenia,2022,89.2
"Hip replacement (total and partial, including the revision of hip replacement)",Waiting times of patients on the list: % of all patients waiting more than 3 months,PRT,Portugal,2006,72.7
"Hip replacement (total and partial, including the revision of hip replacement)",Waiting times of patients on the list: % of all patients waiting more than 3 months,PRT,Portugal,2007,62.9
"Hip replacement (total and partial, including the revision of hip replacement)",Waiting times of patients on the list: % of all patients waiting more than 3 months,PRT,Portugal,2008,62.7
"Hip replacement (total and partial, including the revision of hip replacement)",Waiting times of patients on the list: % of all patients waiting more than 3 months,PRT,Portugal,2009,61.6
"Hip replacement (total and partial, including the revision of hip replacement)",Waiting times of patients on the list: % of all patients waiting more than 3 months,PRT,Portugal,2010,59.1
"Hip replacement (total and partial, including the revision of hip replacement)",Waiting times of patients on the list: % of all patients waiting more than 3 months,PRT,Portugal,2011,63.2
"Hip replacement (total and partial, including the revision of hip replacement)",Waiting times of patients on the list: % of all patients waiting more than 3 months,PRT,Portugal,2012,59.9
"Hip replacement (total and partial, including the revision of hip replacement)",Waiting times of patients on the list: % of all patients waiting more than 3 months,PRT,Portugal,2013,59.1
"Hip replacement (total and partial, including the revision of hip replacement)",Waiting times of patients on the list: % of all patients waiting more than 3 months,PRT,Portugal,2014,61.6
"Hip replacement (total and partial, including the revision of hip replacement)",Waiting times of patients on the list: % of all patients waiting more than 3 months,PRT,Portugal,2015,58.1
"Hip replacement (total and partial, including the revision of hip replacement)",Waiting times of patients on the list: % of all patients waiting more than 3 months,PRT,Portugal,2016,61.7
"Hip replacement (total and partial, including the revision of hip replacement)",Waiting times of patients on the list: % of all patients waiting more than 3 months,PRT,Portugal,2017,67.8
"Hip replacement (total and partial, including the revision of hip replacement)",Waiting times of patients on the list: % of all patients waiting more than 3 months,PRT,Portugal,2018,66.7
"Hip replacement (total and partial, including the revision of hip replacement)",Waiting times of patients on the list: % of all patients waiting more than 3 months,PRT,Portugal,2019,64.6
"Hip replacement (total and partial, including the revision of hip replacement)",Waiting times of patients on the list: % of all patients waiting more than 3 months,PRT,Portugal,2020,84.7
"Hip replacement (total and partial, including the revision of hip replacement)",Waiting times of patients on the list: % of all patients waiting more than 3 months,PRT,Portugal,2021,71.5
"Hip replacement (total and partial, including the revision of hip replacement)",Waiting times of patients on the list: % of all patients waiting more than 3 months,PRT,Portugal,2022,66.3
Hysterectomy,Waiting times of patients on the list: % of all patients waiting more than 3 months,HUN,Hungary,2013,1.5
Hysterectomy,Waiting times of patients on the list: % of all patients waiting more than 3 months,HUN,Hungary,2014,0.4
Hysterectomy,Waiting times of patients on the list: % of all patients waiting more than 3 months,HUN,Hungary,2015,1.6
Hysterectomy,Waiting times of patients on the list: % of all patients waiting more than 3 months,HUN,Hungary,2016,1.5
Hysterectomy,Waiting times of patients on the list: % of all patients waiting more than 3 months,HUN,Hungary,2017,0.6
Hysterectomy,Waiting times of patients on the list: % of all patients waiting more than 3 months,HUN,Hungary,2018,1.6
